ParticipantID,ParticipantEmail,ParticipantFirstName,ParticipantLastName,ParticipantDOB,ParticipantRole,ParticipantPhone,ParticipantCity,ParticipantState,ParticipantZip,ParticipantSchoolOrEmployer,ParticipantFieldOfInterest
P834,theodore.rodriguez862@ellarises.org,Theodore,Rodriguez,2001-03-07,participant,801-743-8093,Lehi,UT,84728.0,BYU,STEM
P835,aaliyah.williams863@studentmail.org,Aaliyah,Williams,2007-08-25,participant,801-487-6907,Spanish Fork,UT,84893.0,BYU,Arts
P836,lucy.king864@learners.net,Lucy,King,2014-07-12,participant,801-368-6169,Taylorsville,UT,84915.0,Mountain View High,STEM
P837,henry.brown865@studentmail.org,Henry,Brown,1998-10-21,participant,801-435-4000,St. George,UT,84056.0,Mountain View High,Arts
P838,lily.robinson866@community.org,Lily,Robinson,2007-11-26,participant,801-706-1668,Logan,UT,84917.0,UVU,Both
P839,alexander.robinson867@community.org,Alexander,Robinson,2000-10-09,participant,801-937-3425,Logan,UT,84867.0,UVU,STEM
P840,grace.jackson868@studentmail.org,Grace,Jackson,2010-08-20,participant,801-720-5469,Orem,UT,84768.0,Startup Lab,Both
P841,hannah.nguyen869@ellarises.org,Hannah,Nguyen,2007-05-05,participant,801-784-3958,Pleasant Grove,UT,84786.0,Startup Lab,STEM
P842,addison.young870@ellarises.org,Addison,Young,2006-11-04,participant,801-491-2998,Lehi,UT,84027.0,UVU,Both
P843,mila.lee871@studentmail.org,Mila,Lee,2008-03-08,participant,801-671-8861,Salt Lake City,UT,84084.0,Tech Apprenticeship,Arts
P844,ava.perez872@ellarises.org,Ava,Perez,2002-09-28,participant,801-949-3118,Riverton,UT,84333.0,Community Center,STEM
P845,aurora.lee873@ellarises.org,Aurora,Lee,2000-01-29,participant,801-816-7248,Ogden,UT,84561.0,SLCC,Arts
P846,layla.thomas874@community.org,Layla,Thomas,2006-09-18,participant,801-413-3669,Ogden,UT,84022.0,Retail Store,Arts
P847,aurora.martinez875@ellarises.org,Aurora,Martinez,2013-05-13,participant,801-642-6080,Murray,UT,84503.0,Local Library,STEM
P848,stella.miller876@learners.net,Stella,Miller,2006-09-15,participant,801-701-8298,Pleasant Grove,UT,84205.0,Mountain View High,Arts
P849,elijah.garcia877@community.org,Elijah,Garcia,2012-02-23,participant,801-390-8112,Draper,UT,84629.0,SLCC,STEM
P850,mia.allen878@learners.net,Mia,Allen,2009-02-09,participant,801-429-3540,Riverton,UT,84693.0,Cafe Rio,Both
P851,brooklyn.thomas880@community.org,Brooklyn,Thomas,1999-01-05,participant,801-248-2253,Murray,UT,84583.0,Cafe Rio,STEM
P852,daniel.ramirez881@community.org,Daniel,Ramirez,2005-12-21,participant,801-876-5151,Logan,UT,84476.0,BYU,Both
P853,abigail.allen882@ellarises.org,Abigail,Allen,2002-01-10,participant,801-877-8583,Logan,UT,84759.0,Retail Store,STEM
P854,james.williams883@ellarises.org,James,Williams,2005-01-15,participant,801-921-5876,Taylorsville,UT,84898.0,Local Library,Both
P855,benjamin.lewis884@learners.net,Benjamin,Lewis,2002-02-25,participant,801-391-4458,Lehi,UT,84990.0,East Ridge Middle,Both
P856,lucy.miller885@community.org,Lucy,Miller,1998-04-19,participant,801-604-2911,Salt Lake City,UT,84006.0,North Summit High,Both
P857,levi.robinson886@community.org,Levi,Robinson,2013-06-28,participant,801-833-6910,Spanish Fork,UT,84311.0,Tech Apprenticeship,Both
P858,james.martin887@ellarises.org,James,Martin,2000-07-05,participant,801-214-4126,St. George,UT,84139.0,Community Center,STEM
P859,zoey.johnson888@studentmail.org,Zoey,Johnson,2007-10-10,participant,801-348-4961,Spanish Fork,UT,84665.0,Community Center,Both
P860,sebastian.gonzalez889@ellarises.org,Sebastian,Gonzalez,2008-08-18,participant,801-674-3427,Murray,UT,84789.0,SLCC,STEM
P861,ella.hernandez890@studentmail.org,Ella,Hernandez,1998-06-10,participant,801-696-8724,Riverton,UT,84987.0,Community Center,Arts
P862,addison.gonzalez891@learners.net,Addison,Gonzalez,2000-04-21,participant,801-541-1129,Bountiful,UT,84053.0,Tech Apprenticeship,Both
P863,william.clark892@community.org,William,Clark,2008-11-26,participant,801-699-7548,Murray,UT,84038.0,Cafe Rio,Both
P864,alexander.anderson893@ellarises.org,Alexander,Anderson,2010-05-30,participant,801-632-6174,Pleasant Grove,UT,84020.0,East Ridge Middle,Arts
P865,oliver.walker894@ellarises.org,Oliver,Walker,2008-01-21,participant,801-861-6681,Spanish Fork,UT,84638.0,Art Studio,Arts
P866,emma.hernandez895@learners.net,Emma,Hernandez,2003-03-17,participant,801-552-8178,Sandy,UT,84481.0,Cafe Rio,STEM
P867,violet.hill896@community.org,Violet,Hill,2007-05-08,participant,801-500-7395,St. George,UT,84905.0,Community Center,Both
P868,natalie.walker897@studentmail.org,Natalie,Walker,2012-12-17,participant,801-907-2412,Sandy,UT,84290.0,Mountain View High,STEM
P869,layla.gonzalez898@studentmail.org,Layla,Gonzalez,2004-10-23,participant,801-625-9089,Spanish Fork,UT,84104.0,Valley Charter,STEM
P870,charlotte.johnson899@learners.net,Charlotte,Johnson,2001-12-02,participant,801-893-3598,Layton,UT,84366.0,Community Center,Both
P871,isabella.jones900@learners.net,Isabella,Jones,2000-09-15,participant,801-832-4714,Taylorsville,UT,84117.0,Cafe Rio,STEM
P872,alexander.taylor901@learners.net,Alexander,Taylor,2001-05-23,participant,801-247-5382,Draper,UT,84788.0,Community Center,Both
P873,daniel.hill902@ellarises.org,Daniel,Hill,2014-12-14,participant,801-648-8489,Provo,UT,84949.0,East Ridge Middle,STEM
P874,mila.scott903@ellarises.org,Mila,Scott,2002-08-10,participant,801-371-2934,Pleasant Grove,UT,84108.0,Startup Lab,Arts
P875,lily.jackson904@community.org,Lily,Jackson,2001-06-17,participant,801-950-2626,Pleasant Grove,UT,84511.0,Tech Apprenticeship,Arts
P876,skylar.rodriguez905@ellarises.org,Skylar,Rodriguez,2003-07-03,participant,801-625-1107,Sandy,UT,84450.0,Community Center,Arts
P877,addison.martinez907@community.org,Addison,Martinez,2007-03-08,participant,801-639-7773,West Jordan,UT,84142.0,Startup Lab,Arts
P878,michael.white908@ellarises.org,Michael,White,2014-02-04,participant,801-988-1162,Riverton,UT,84150.0,Retail Store,Both
P879,harper.garcia909@learners.net,Harper,Garcia,2007-09-26,participant,801-990-3692,Lehi,UT,84412.0,Westview High,Arts
P880,isabella.martinez910@ellarises.org,Isabella,Martinez,2007-01-07,participant,801-502-7869,Pleasant Grove,UT,84997.0,Startup Lab,Both
P881,brooklyn.lee911@learners.net,Brooklyn,Lee,2011-09-10,participant,801-486-9647,Salt Lake City,UT,84847.0,Startup Lab,STEM
P882,liam.lewis912@studentmail.org,Liam,Lewis,2002-06-05,participant,801-553-7627,Riverton,UT,84715.0,Startup Lab,Arts
P883,abigail.williams913@learners.net,Abigail,Williams,2009-09-03,participant,801-936-3064,Bountiful,UT,84743.0,Cafe Rio,Arts
P884,hannah.garcia914@learners.net,Hannah,Garcia,1998-07-11,participant,801-975-3621,Pleasant Grove,UT,84349.0,Westview High,Both
P885,lucy.thomas915@learners.net,Lucy,Thomas,2006-05-14,participant,801-313-1982,Taylorsville,UT,84518.0,BYU,Both
P886,mateo.thompson916@ellarises.org,Mateo,Thompson,2008-01-25,participant,801-866-3043,Provo,UT,84775.0,BYU,Both
P887,ava.robinson917@learners.net,Ava,Robinson,2011-05-11,participant,801-963-9737,West Jordan,UT,84825.0,Valley Charter,Arts
P888,brooklyn.jackson918@studentmail.org,Brooklyn,Jackson,2000-05-12,participant,801-955-5057,Bountiful,UT,84533.0,UVU,Both
P889,zoey.white919@community.org,Zoey,White,2007-03-30,participant,801-928-7974,Logan,UT,84151.0,East Ridge Middle,STEM
P890,amelia.ramirez920@studentmail.org,Amelia,Ramirez,2006-04-14,participant,801-656-2279,Spanish Fork,UT,84220.0,Tech Apprenticeship,Both
P891,liam.nguyen921@community.org,Liam,Nguyen,2007-11-15,participant,801-710-7937,Layton,UT,84599.0,Art Studio,Arts
P892,mason.davis923@studentmail.org,Mason,Davis,2010-07-16,participant,801-233-3569,Riverton,UT,84485.0,UVU,STEM
P893,noah.davis924@ellarises.org,Noah,Davis,2009-09-22,participant,801-496-1659,Draper,UT,84586.0,North Summit High,STEM
P894,zoe.martin925@learners.net,Zoe,Martin,2001-03-16,participant,801-697-1458,Murray,UT,84302.0,North Summit High,Both
P895,oliver.brown926@learners.net,Oliver,Brown,1998-01-18,participant,801-387-9008,Murray,UT,84221.0,East Ridge Middle,Both
P896,kennedy.jones927@ellarises.org,Kennedy,Jones,2010-09-09,participant,801-786-6074,Taylorsville,UT,84493.0,Mountain View High,Arts
P897,leah.walker928@studentmail.org,Leah,Walker,2008-02-03,participant,801-851-8551,St. George,UT,84517.0,Tech Apprenticeship,Arts
P898,scarlett.lee929@ellarises.org,Scarlett,Lee,2005-08-09,participant,801-438-7478,Taylorsville,UT,84397.0,Cafe Rio,STEM
P899,henry.moore930@ellarises.org,Henry,Moore,2010-08-02,participant,801-225-6060,Orem,UT,84725.0,Tech Apprenticeship,STEM
P900,abigail.gonzalez931@ellarises.org,Abigail,Gonzalez,2009-04-10,participant,801-968-8796,Pleasant Grove,UT,84194.0,Startup Lab,STEM
P901,avery.wright932@studentmail.org,Avery,Wright,2013-10-29,participant,801-410-5018,Salt Lake City,UT,84282.0,Community Center,Both
P902,henry.garcia933@learners.net,Henry,Garcia,1998-07-10,participant,801-246-9052,Bountiful,UT,84604.0,UVU,Arts
P903,riley.clark934@ellarises.org,Riley,Clark,2000-01-16,participant,801-591-5213,Pleasant Grove,UT,84325.0,East Ridge Middle,STEM
P904,ethan.hernandez935@learners.net,Ethan,Hernandez,2001-06-17,participant,801-461-2468,St. George,UT,84188.0,BYU,Arts
P905,chloe.brown936@learners.net,Chloe,Brown,2004-09-07,participant,801-930-1958,Orem,UT,84028.0,SLCC,STEM
P906,aaliyah.martinez937@community.org,Aaliyah,Martinez,1999-03-01,participant,801-584-2981,Lehi,UT,84265.0,Valley Charter,STEM
P907,lillian.young938@community.org,Lillian,Young,2008-06-04,participant,801-262-6215,Logan,UT,84276.0,Cafe Rio,Arts
P908,harper.walker939@ellarises.org,Harper,Walker,2004-01-14,participant,801-439-1305,Taylorsville,UT,84649.0,Cafe Rio,Both
P909,elizabeth.thomas940@studentmail.org,Elizabeth,Thomas,1999-11-19,participant,801-616-8306,Murray,UT,84582.0,Community Center,Both
P910,mateo.wilson941@studentmail.org,Mateo,Wilson,2010-01-21,participant,801-372-5016,Draper,UT,84554.0,SLCC,Both
P911,lucas.williams942@ellarises.org,Lucas,Williams,2012-08-24,participant,801-835-5739,Riverton,UT,84985.0,North Summit High,STEM
P912,amelia.walker943@learners.net,Amelia,Walker,2005-11-18,participant,801-896-7228,Layton,UT,84860.0,Community Center,Both
P913,hannah.nguyen944@learners.net,Hannah,Nguyen,2010-08-18,participant,801-956-9750,Provo,UT,84166.0,East Ridge Middle,Arts
P914,emily.sanchez945@ellarises.org,Emily,Sanchez,2007-09-09,participant,801-769-5578,St. George,UT,84743.0,Valley Charter,Both
P915,mateo.lee946@learners.net,Mateo,Lee,2004-02-15,participant,801-924-8417,Layton,UT,84771.0,Valley Charter,Both
P916,claire.perez947@studentmail.org,Claire,Perez,1998-05-11,participant,801-813-6381,Riverton,UT,84983.0,Startup Lab,Both
P917,camila.smith948@community.org,Camila,Smith,2007-04-08,participant,801-209-3843,Salt Lake City,UT,84924.0,Cafe Rio,Both
P918,alexander.sanchez949@ellarises.org,Alexander,Sanchez,2013-01-29,participant,801-231-8293,Ogden,UT,84552.0,East Ridge Middle,Arts
P919,leah.hill950@learners.net,Leah,Hill,2000-10-19,participant,801-986-1138,Bountiful,UT,84182.0,Mountain View High,Arts
P920,stella.gonzalez952@ellarises.org,Stella,Gonzalez,2003-04-04,participant,801-935-4623,Murray,UT,84828.0,Mountain View High,Arts
P921,isabella.moore953@community.org,Isabella,Moore,2000-06-27,participant,801-400-7489,Sandy,UT,84008.0,Community Center,Arts
P922,mateo.young954@studentmail.org,Mateo,Young,1999-06-20,participant,801-956-3875,Sandy,UT,84676.0,Local Library,STEM
P923,harper.rodriguez955@learners.net,Harper,Rodriguez,2002-04-21,participant,801-735-5494,West Jordan,UT,84903.0,Community Center,Both
P924,emma.wright956@learners.net,Emma,Wright,2005-03-31,participant,801-637-1849,Riverton,UT,84003.0,SLCC,Arts
P925,penelope.davis957@community.org,Penelope,Davis,2014-03-06,participant,801-729-1712,Spanish Fork,UT,84371.0,Valley Charter,STEM
P926,penelope.clark958@community.org,Penelope,Clark,2005-07-04,participant,801-601-4188,Lehi,UT,84006.0,East Ridge Middle,Both
P927,sophia.anderson959@community.org,Sophia,Anderson,2001-09-09,participant,801-455-4225,Ogden,UT,84940.0,UVU,Arts
P928,harper.miller960@ellarises.org,Harper,Miller,2003-08-14,participant,801-224-6477,Spanish Fork,UT,84443.0,Valley Charter,STEM
P929,jack.thomas961@learners.net,Jack,Thomas,2003-04-24,participant,801-541-9514,Provo,UT,84842.0,East Ridge Middle,Both
P930,henry.miller962@community.org,Henry,Miller,2006-06-19,participant,801-262-1546,Logan,UT,84088.0,UVU,Both
P931,harper.rodriguez963@ellarises.org,Harper,Rodriguez,1999-06-23,participant,801-508-8075,Riverton,UT,84057.0,East Ridge Middle,Both
P932,amelia.scott964@ellarises.org,Amelia,Scott,2000-02-25,participant,801-590-7581,Murray,UT,84871.0,Local Library,Arts
P933,madison.hill965@ellarises.org,Madison,Hill,2011-11-29,participant,801-675-8014,Riverton,UT,84394.0,Local Library,STEM
P934,violet.johnson966@community.org,Violet,Johnson,2000-06-03,participant,801-801-4153,Pleasant Grove,UT,84337.0,East Ridge Middle,STEM
P935,harper.nguyen967@studentmail.org,Harper,Nguyen,2005-12-21,participant,801-721-5198,St. George,UT,84653.0,SLCC,Arts
P936,henry.lopez968@studentmail.org,Henry,Lopez,2000-11-11,participant,801-245-1991,St. George,UT,84817.0,BYU,Both
P937,william.allen969@learners.net,William,Allen,2001-04-22,participant,801-754-3385,Murray,UT,84598.0,Mountain View High,Arts
P938,violet.jackson970@learners.net,Violet,Jackson,1999-04-15,participant,801-800-3369,Salt Lake City,UT,84531.0,Valley Charter,Both
P939,charlotte.ramirez971@learners.net,Charlotte,Ramirez,1999-07-15,participant,801-855-4297,Sandy,UT,84206.0,UVU,STEM
P940,jack.robinson972@learners.net,Jack,Robinson,2005-05-16,participant,801-506-7859,Lehi,UT,84631.0,North Summit High,STEM
P941,benjamin.williams973@community.org,Benjamin,Williams,2013-07-19,participant,801-203-4654,West Jordan,UT,84943.0,Valley Charter,Arts
P942,hannah.thomas974@community.org,Hannah,Thomas,2002-08-09,participant,801-957-7158,Lehi,UT,84827.0,SLCC,STEM
P943,ava.white975@ellarises.org,Ava,White,2001-03-12,participant,801-230-2887,Ogden,UT,84367.0,BYU,Arts
P944,zoey.nguyen976@learners.net,Zoey,Nguyen,2004-05-16,participant,801-403-4241,Provo,UT,84031.0,North Summit High,STEM
P945,lucy.lopez977@learners.net,Lucy,Lopez,2001-12-13,participant,801-400-1352,West Jordan,UT,84183.0,Community Center,Arts
P946,elizabeth.johnson978@studentmail.org,Elizabeth,Johnson,2002-09-19,participant,801-313-6544,Bountiful,UT,84671.0,BYU,Arts
P947,lillian.white979@learners.net,Lillian,White,2013-12-12,participant,801-739-8106,Orem,UT,84964.0,East Ridge Middle,STEM
P948,aria.rodriguez980@studentmail.org,Aria,Rodriguez,2005-02-17,participant,801-587-7131,Sandy,UT,84546.0,Local Library,Arts
P949,addison.williams981@studentmail.org,Addison,Williams,2003-07-18,participant,801-352-6368,Murray,UT,84809.0,Westview High,Both
P950,penelope.rodriguez982@community.org,Penelope,Rodriguez,2012-11-18,participant,801-283-8711,Sandy,UT,84745.0,Local Library,STEM
P951,chloe.allen983@community.org,Chloe,Allen,2008-05-31,participant,801-710-9501,Pleasant Grove,UT,84384.0,North Summit High,Arts
P952,zoe.king984@community.org,Zoe,King,2012-04-24,participant,801-474-7569,Spanish Fork,UT,84486.0,Startup Lab,Both
P953,isabella.wilson985@studentmail.org,Isabella,Wilson,2002-11-26,participant,801-440-7486,Sandy,UT,84463.0,BYU,Arts
P954,leah.torres986@studentmail.org,Leah,Torres,2001-01-05,participant,801-763-2388,Draper,UT,84261.0,Retail Store,STEM
P955,savannah.lewis987@learners.net,Savannah,Lewis,2009-06-28,participant,801-242-8622,West Jordan,UT,84598.0,Local Library,Arts
P956,elijah.lewis988@community.org,Elijah,Lewis,2005-02-10,participant,801-576-9151,Taylorsville,UT,84419.0,BYU,Arts
P957,sophia.lopez989@community.org,Sophia,Lopez,2006-01-20,participant,801-860-2243,West Jordan,UT,84272.0,Startup Lab,STEM
P958,savannah.allen990@ellarises.org,Savannah,Allen,2000-08-29,participant,801-433-2612,Layton,UT,84949.0,East Ridge Middle,Arts
P959,isabella.wright991@studentmail.org,Isabella,Wright,2003-08-11,participant,801-891-6394,Lehi,UT,84202.0,BYU,Both
P960,penelope.gonzalez992@studentmail.org,Penelope,Gonzalez,2004-04-27,participant,801-988-5906,Layton,UT,84009.0,Community Center,Arts
P961,liam.sanchez993@ellarises.org,Liam,Sanchez,2006-12-01,participant,801-724-3445,Spanish Fork,UT,84670.0,Valley Charter,STEM
P962,grace.walker994@studentmail.org,Grace,Walker,2014-03-16,participant,801-765-8679,Pleasant Grove,UT,84602.0,Community Center,Arts
P963,violet.garcia995@learners.net,Violet,Garcia,2002-09-13,participant,801-988-7843,Sandy,UT,84440.0,Mountain View High,Arts
P964,sophia.white996@studentmail.org,Sophia,White,2009-03-18,participant,801-955-1158,St. George,UT,84313.0,Retail Store,Both
P965,claire.nguyen998@ellarises.org,Claire,Nguyen,2005-05-29,participant,801-342-3518,Provo,UT,84945.0,Local Library,Both
P966,james.harris999@studentmail.org,James,Harris,2002-03-23,participant,801-747-7331,Bountiful,UT,84066.0,Mountain View High,STEM
P967,skylar.torres1000@community.org,Skylar,Torres,2013-02-19,participant,801-375-2709,Murray,UT,84096.0,Cafe Rio,STEM
P968,isabella.hill1001@community.org,Isabella,Hill,2006-08-28,participant,801-403-2138,Salt Lake City,UT,84192.0,BYU,STEM
P969,madison.jackson1002@ellarises.org,Madison,Jackson,1998-04-01,participant,801-577-9495,Riverton,UT,84059.0,North Summit High,Arts
P970,noah.sanchez1003@studentmail.org,Noah,Sanchez,2008-09-22,participant,801-749-7855,Logan,UT,84133.0,Art Studio,STEM
P971,hazel.wilson1004@studentmail.org,Hazel,Wilson,2001-07-24,participant,801-642-8778,Sandy,UT,84318.0,Local Library,Both
P972,bella.nguyen1005@studentmail.org,Bella,Nguyen,2004-03-06,participant,801-901-8519,Pleasant Grove,UT,84734.0,Valley Charter,STEM
P973,aria.lewis1006@ellarises.org,Aria,Lewis,2005-05-18,participant,801-452-9615,Bountiful,UT,84620.0,Startup Lab,Both
P974,alexander.robinson1007@community.org,Alexander,Robinson,2012-06-30,participant,801-293-5717,Provo,UT,84755.0,Startup Lab,Arts
P975,kennedy.martin1008@community.org,Kennedy,Martin,2011-11-09,participant,801-455-3942,Orem,UT,84426.0,Art Studio,Arts
P976,penelope.wright1010@learners.net,Penelope,Wright,2009-01-25,participant,801-943-4559,Ogden,UT,84715.0,SLCC,Both
P977,avery.white1011@ellarises.org,Avery,White,2007-03-14,participant,801-984-6341,Logan,UT,84517.0,Mountain View High,STEM
P978,eleanor.wilson1012@ellarises.org,Eleanor,Wilson,2006-07-20,participant,801-274-8567,Riverton,UT,84028.0,UVU,Both
P979,liam.gonzalez1013@community.org,Liam,Gonzalez,2013-11-26,participant,801-456-2878,Provo,UT,84011.0,Startup Lab,STEM
P980,henry.rodriguez1015@community.org,Henry,Rodriguez,1998-05-28,participant,801-365-3794,Layton,UT,84862.0,Local Library,STEM
P981,layla.jackson1016@ellarises.org,Layla,Jackson,2013-03-12,participant,801-279-1183,Bountiful,UT,84173.0,BYU,STEM
P982,henry.thompson1017@studentmail.org,Henry,Thompson,2002-11-06,participant,801-235-9721,Sandy,UT,84732.0,Mountain View High,Both
P983,charlotte.king1018@ellarises.org,Charlotte,King,1999-03-06,participant,801-515-8274,Bountiful,UT,84707.0,Local Library,STEM
P984,charlotte.harris1019@studentmail.org,Charlotte,Harris,2000-01-19,participant,801-444-4276,West Jordan,UT,84384.0,Westview High,Arts
P985,sophia.smith1020@learners.net,Sophia,Smith,2002-12-12,participant,801-885-2035,Sandy,UT,84697.0,Startup Lab,STEM
P986,zoey.flores1022@studentmail.org,Zoey,Flores,2003-03-19,participant,801-638-2979,Bountiful,UT,84962.0,Valley Charter,STEM
P987,stella.lee1023@studentmail.org,Stella,Lee,1998-04-09,participant,801-869-6181,Salt Lake City,UT,84412.0,SLCC,STEM
P988,benjamin.anderson1024@ellarises.org,Benjamin,Anderson,1998-12-26,participant,801-838-7045,Layton,UT,84666.0,East Ridge Middle,STEM
P989,noah.martin1025@community.org,Noah,Martin,2003-08-26,participant,801-749-3809,Logan,UT,84730.0,East Ridge Middle,Both
P990,claire.harris1026@studentmail.org,Claire,Harris,2012-12-11,participant,801-850-6209,Lehi,UT,84180.0,Mountain View High,STEM
P991,skylar.johnson1027@community.org,Skylar,Johnson,2009-04-17,participant,801-855-4808,Bountiful,UT,84524.0,Local Library,Both
P992,abigail.brown1029@studentmail.org,Abigail,Brown,2001-05-27,participant,801-503-4309,Draper,UT,84511.0,SLCC,STEM
P993,isabella.thomas1030@community.org,Isabella,Thomas,2012-06-08,participant,801-484-6202,Lehi,UT,84138.0,Retail Store,STEM
P994,michael.clark1031@learners.net,Michael,Clark,2005-09-08,participant,801-950-6427,Salt Lake City,UT,84235.0,Valley Charter,STEM
P995,ethan.brown1032@studentmail.org,Ethan,Brown,2005-03-19,participant,801-590-9543,West Jordan,UT,84623.0,North Summit High,Arts
P996,ava.jones1033@community.org,Ava,Jones,2012-03-24,participant,801-397-1853,Ogden,UT,84977.0,North Summit High,STEM
P997,sofia.garcia1034@studentmail.org,Sofia,Garcia,2007-07-24,participant,801-719-2280,Sandy,UT,84242.0,Art Studio,Arts
P998,bella.hernandez1035@studentmail.org,Bella,Hernandez,2004-10-19,participant,801-380-5079,West Jordan,UT,84435.0,BYU,Both
P999,lucas.gonzalez1036@learners.net,Lucas,Gonzalez,2006-06-22,participant,801-568-7524,Spanish Fork,UT,84082.0,North Summit High,Arts
P1000,henry.ramirez1037@community.org,Henry,Ramirez,2006-07-22,participant,801-693-1324,St. George,UT,84840.0,SLCC,STEM
P1001,brooklyn.hill1038@studentmail.org,Brooklyn,Hill,2004-11-10,participant,801-589-8596,Orem,UT,84264.0,Mountain View High,Arts
P1002,leah.scott1039@community.org,Leah,Scott,2002-05-23,participant,801-339-8688,Ogden,UT,84342.0,North Summit High,STEM
P1003,ava.smith1040@learners.net,Ava,Smith,2014-08-25,participant,801-625-7465,Spanish Fork,UT,84415.0,UVU,Arts
P1004,alexander.martin1041@ellarises.org,Alexander,Martin,2006-08-19,participant,801-239-3039,Taylorsville,UT,84907.0,Startup Lab,Both
P1005,lily.gonzalez1042@community.org,Lily,Gonzalez,2009-06-06,participant,801-969-6711,Layton,UT,84790.0,Art Studio,Arts
P1006,zoe.brown1043@community.org,Zoe,Brown,2008-09-18,participant,801-452-4970,Taylorsville,UT,84754.0,Westview High,Arts
P1007,sophia.martinez1044@learners.net,Sophia,Martinez,2003-09-15,participant,801-897-3414,Riverton,UT,84967.0,Valley Charter,Both
P1008,lily.smith1045@ellarises.org,Lily,Smith,2006-12-02,participant,801-928-7297,Ogden,UT,84660.0,Art Studio,Both
P1009,sebastian.harris1047@learners.net,Sebastian,Harris,2000-06-14,participant,801-945-2456,Taylorsville,UT,84771.0,Tech Apprenticeship,Both
P1010,kennedy.martinez1048@learners.net,Kennedy,Martinez,2013-09-05,participant,801-966-7520,Sandy,UT,84953.0,BYU,STEM
P1011,chloe.young1049@ellarises.org,Chloe,Young,2009-10-10,participant,801-992-7845,Logan,UT,84072.0,SLCC,Both
P1012,aurora.ramirez1050@studentmail.org,Aurora,Ramirez,2002-06-11,participant,801-390-3200,Orem,UT,84384.0,Mountain View High,STEM
P1013,mateo.davis1051@community.org,Mateo,Davis,2014-10-27,participant,801-405-1966,Sandy,UT,84191.0,North Summit High,STEM
P1014,leah.davis1053@learners.net,Leah,Davis,2008-09-19,participant,801-230-4846,Ogden,UT,84351.0,Mountain View High,Both
P1015,elizabeth.smith1054@ellarises.org,Elizabeth,Smith,2000-03-04,participant,801-207-1685,Layton,UT,84770.0,Valley Charter,Both
P1016,ava.harris1055@learners.net,Ava,Harris,2011-07-23,participant,801-975-6521,Spanish Fork,UT,84485.0,SLCC,Arts
P1017,zoe.perez1056@learners.net,Zoe,Perez,2006-06-28,participant,801-569-7528,West Jordan,UT,84964.0,Local Library,STEM
P1018,stella.perez1057@ellarises.org,Stella,Perez,2014-04-08,participant,801-915-7583,Salt Lake City,UT,84468.0,Community Center,STEM
P1019,sophia.hill1058@ellarises.org,Sophia,Hill,2006-04-07,participant,801-916-5072,Pleasant Grove,UT,84287.0,Mountain View High,Both
P1020,mia.lee1060@community.org,Mia,Lee,2014-07-31,participant,801-696-7556,West Jordan,UT,84622.0,Local Library,STEM
P1021,kennedy.ramirez1061@community.org,Kennedy,Ramirez,2011-08-14,participant,801-594-5814,Logan,UT,84752.0,Valley Charter,Both
P1022,aria.king1062@ellarises.org,Aria,King,2013-02-04,participant,801-289-5937,St. George,UT,84510.0,Cafe Rio,Arts
P1023,chloe.lewis1063@ellarises.org,Chloe,Lewis,2003-06-17,participant,801-753-4946,Spanish Fork,UT,84679.0,Valley Charter,STEM
P1024,emily.miller1064@community.org,Emily,Miller,2004-04-15,participant,801-534-7283,Salt Lake City,UT,84165.0,Valley Charter,Both
P1025,eleanor.walker1065@ellarises.org,Eleanor,Walker,2000-01-11,participant,801-747-9060,St. George,UT,84945.0,Retail Store,Both
P1026,skylar.anderson1066@ellarises.org,Skylar,Anderson,2012-08-31,participant,801-934-7252,Lehi,UT,84387.0,Tech Apprenticeship,Both
P1027,william.anderson1067@studentmail.org,William,Anderson,2000-07-01,participant,801-497-2436,Layton,UT,84119.0,East Ridge Middle,Arts
P1028,michael.hill1070@studentmail.org,Michael,Hill,2008-05-01,participant,801-209-9819,Logan,UT,84405.0,UVU,STEM
P1029,savannah.anderson1071@community.org,Savannah,Anderson,2001-04-09,participant,801-815-5643,Riverton,UT,84151.0,Art Studio,Both
P1030,isabella.hill1072@learners.net,Isabella,Hill,2004-02-19,participant,801-905-3022,Murray,UT,84515.0,Community Center,Both
P1031,levi.wilson1073@community.org,Levi,Wilson,2005-06-22,participant,801-585-1963,Murray,UT,84722.0,North Summit High,Both
P1032,grace.anderson1074@ellarises.org,Grace,Anderson,2004-09-16,participant,801-699-7419,Orem,UT,84878.0,Community Center,Both
P1033,lily.johnson1075@community.org,Lily,Johnson,2005-10-24,participant,801-894-8756,Lehi,UT,84433.0,Retail Store,Arts
P1034,claire.nguyen1077@ellarises.org,Claire,Nguyen,2010-12-12,participant,801-870-3681,Murray,UT,84469.0,North Summit High,Arts
P1035,levi.jackson1078@studentmail.org,Levi,Jackson,2014-06-29,participant,801-966-4205,Sandy,UT,84224.0,Tech Apprenticeship,STEM
P1036,natalie.torres1079@ellarises.org,Natalie,Torres,1999-04-07,participant,801-637-3756,St. George,UT,84386.0,East Ridge Middle,Arts
P1037,jack.lopez1080@ellarises.org,Jack,Lopez,2011-04-24,participant,801-865-6545,Logan,UT,84528.0,SLCC,STEM
P1038,liam.thomas1081@ellarises.org,Liam,Thomas,2004-10-15,participant,801-606-9005,Logan,UT,84247.0,Art Studio,Both
